"14491: Kraftpriser i sluttbrukermarkedet, etter kontraktstype, kvartal og statistikkvariabel"

"kontraktstype";"kvartal";"Kraftpris ekskl. avgifter (øre/kWh)";"Kraftpris inkl. mva (øre/kWh)";"Fordeling av kontraktstyper (prosent)"
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K2";44.4;.;2.6
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K3";54.8;.;2.4
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2018K4";55.6;.;2.8
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K1";56.4;.;2.9
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K2";47.8;.;2.3
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K3";44.2;.;1.7
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2019K4";45.7;.;3.4
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K1";25.3;.;5.2
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K2";13.4;.;6.4
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K3";12.5;.;6.2
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2020K4";19.1;.;7.0
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K1";49.0;.;6.1
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K2";40.6;.;10.9
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K3";59.0;.;7.1
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2021K4";86.3;.;3.0
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K1";93.8;.;3.2
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K2";84.2;.;2.4
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K3";113.9;.;2.2
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2022K4";155.1;.;1.6
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K1";162.5;.;1.2
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K2";98.1;.;0.9
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K3";65.5;.;0.7
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2023K4";79.3;.;1.0
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2024K1";98.0;.;0.9
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2024K2";69.1;.;0.6
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2024K3";48.2;.;0.4
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2024K4";58.0;.;0.7
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2025K1";76.3;.;0.8
"3.3 Variabel pris kontrakter, industri unntatt kraftintensiv industri";"2025K2";61.1;.;0.5
"4 Kraftintensiv industri, i alt";"2012K1";28.7;.;100.0
"4 Kraftintensiv industri, i alt";"2012K2";23.3;.;100.0
"4 Kraftintensiv industri, i alt";"2012K3";26.5;.;100.0
"4 Kraftintensiv industri, i alt";"2012K4";27.1;.;100.0
"4 Kraftintensiv industri, i alt";"2013K1";29.7;.;100.0
"4 Kraftintensiv industri, i alt";"2013K2";28.1;.;100.0
"4 Kraftintensiv industri, i alt";"2013K3";28.6;.;100.0
"4 Kraftintensiv industri, i alt";"2013K4";29.2;.;100.0
"4 Kraftintensiv industri, i alt";"2014K1";29.3;.;100.0
"4 Kraftintensiv industri, i alt";"2014K2";29.3;.;100.0
"4 Kraftintensiv industri, i alt";"2014K3";29.7;.;100.0
"4 Kraftintensiv industri, i alt";"2014K4";29.7;.;100.0
"4 Kraftintensiv industri, i alt";"2015K1";30.3;.;100.0
"4 Kraftintensiv industri, i alt";"2015K2";30.1;.;100.0
"4 Kraftintensiv industri, i alt";"2015K3";31.3;.;100.0
"4 Kraftintensiv industri, i alt";"2015K4";31.8;.;100.0
"4 Kraftintensiv industri, i alt";"2016K1";30.8;.;100.0
"4 Kraftintensiv industri, i alt";"2016K2";30.7;.;100.0
"4 Kraftintensiv industri, i alt";"2016K3";30.1;.;100.0
"4 Kraftintensiv industri, i alt";"2016K4";30.0;.;100.0
"4 Kraftintensiv industri, i alt";"2017K1";30.9;.;100.0
"4 Kraftintensiv industri, i alt";"2017K2";31.4;.;100.0
"4 Kraftintensiv industri, i alt";"2017K3";28.2;.;100.0
"4 Kraftintensiv industri, i alt";"2017K4";28.8;.;100.0
"4 Kraftintensiv industri, i alt";"2018K1";31.4;.;100.0
"4 Kraftintensiv industri, i alt";"2018K2";30.9;.;100.0
"4 Kraftintensiv industri, i alt";"2018K3";32.2;.;100.0
"4 Kraftintensiv industri, i alt";"2018K4";31.8;.;100.0
"4 Kraftintensiv industri, i alt";"2019K1";32.5;.;100.0
"4 Kraftintensiv industri, i alt";"2019K2";32.5;.;100.0
"4 Kraftintensiv industri, i alt";"2019K3";32.0;.;100.0
"4 Kraftintensiv industri, i alt";"2019K4";31.8;.;100.0
"4 Kraftintensiv industri, i alt";"2020K1";30.1;.;100.0
"4 Kraftintensiv industri, i alt";"2020K2";26.7;.;100.0
"4 Kraftintensiv industri, i alt";"2020K3";28.4;.;100.0
"4 Kraftintensiv industri, i alt";"2020K4";28.3;.;100.0
"4 Kraftintensiv industri, i alt";"2021K1";33.5;.;100.0
"4 Kraftintensiv industri, i alt";"2021K2";32.4;.;100.0
"4 Kraftintensiv industri, i alt";"2021K3";38.2;.;100.0
"4 Kraftintensiv industri, i alt";"2021K4";46.9;.;100.0
"4 Kraftintensiv industri, i alt";"2022K1";43.0;.;100.0
"4 Kraftintensiv industri, i alt";"2022K2";45.7;.;100.0
"4 Kraftintensiv industri, i alt";"2022K3";62.1;.;100.0
"4 Kraftintensiv industri, i alt";"2022K4";50.0;.;100.0
"4 Kraftintensiv industri, i alt";"2023K1";49.7;.;100.0
"4 Kraftintensiv industri, i alt";"2023K2";46.8;.;100.0
"4 Kraftintensiv industri, i alt";"2023K3";41.1;.;100.0
"4 Kraftintensiv industri, i alt";"2023K4";46.5;.;100.0
"4 Kraftintensiv industri, i alt";"2024K1";44.5;.;100.0
"4 Kraftintensiv industri, i alt";"2024K2";41.4;.;100.0
"4 Kraftintensiv industri, i alt";"2024K3";39.6;.;100.0
"4 Kraftintensiv industri, i alt";"2024K4";39.4;.;100.0
"4 Kraftintensiv industri, i alt";"2025K1";41.9;.;100.0
"4 Kraftintensiv industri, i alt";"2025K2";40.1;.;100.0
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K1";28.6;.;95.1
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K2";23.3;.;96.3
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K3";:;.;95.9
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2012K4";26.9;.;95.2
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K1";:;.;95.6
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K2";:;.;97.2
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K3";:;.;97.4
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2013K4";29.1;.;96.6
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K1";:;.;95.6
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2014K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2015K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2016K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2017K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2018K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2019K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2020K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2021K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2022K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2023K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2024K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2024K2";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2024K3";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2024K4";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2025K1";:;.;:
"4.1 Fastpriskontrakter og ikke markedsbestemte priser, kraftintensiv industri";"2025K2";:;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K1";30.1;.;4.9
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K2";22.6;.;3.7
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K3";15.9;.;4.1
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2012K4";30.0;.;4.8
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K1";33.9;.;4.4
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K2";30.2;.;2.8
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K3";30.0;.;2.6
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2013K4";30.2;.;3.4
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K1";26.2;.;4.4
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K2";22.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K3";28.2;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2014K4";26.6;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K1";25.1;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K2";19.3;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K3";14.6;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2015K4";21.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K1";23.8;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K2";24.5;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K3";24.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2016K4";33.8;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K1";29.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K2";27.7;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K3";25.4;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2017K4";29.7;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K1";36.7;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K2";37.8;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K3";48.1;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2018K4";45.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K1";45.8;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K2";36.0;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K3";33.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2019K4";39.2;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K1";15.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K2";6.2;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K3";5.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2020K4";12.3;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K1";42.7;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K2";39.4;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K3";64.4;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2021K4";88.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K1";81.8;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K2";83.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K3";152.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2022K4";103.7;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K1";74.7;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K2";53.3;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K3";31.5;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2023K4";63.4;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2024K1";61.6;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2024K2";40.2;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2024K3";27.3;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2024K4";36.9;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2025K1";46.0;.;:
"4.2 Kontrakter tilknyttet elspotprisen, kraftintensiv industri";"2025K2";35.0;.;:
